filename,transcript
data\train\speaker11\144.wav,quisiera comprar un boleto de ida y vuelta
data\train\speaker11\145.wav,es necesario confirmar el vuelo
data\train\speaker11\146.wav,quiere cancelar su reservación
data\train\speaker11\147.wav,el tren llegará retrasado
data\train\speaker11\148.wav,a qué hora sale el avión
data\train\speaker11\149.wav,hay que facturar las maletas
data\train\speaker11\150.wav,señor garcía preséntese a la puerta numero once
data\train\speaker11\151.wav,este hotel es barato
data\train\speaker11\152.wav,podemos quedarnos en una pensión
data\train\speaker11\153.wav,no se aceptan tarjetas de crédito
data\train\speaker11\154.wav,se puede pagar con cheques de viajero
data\train\speaker11\155.wav,estamos en la habitación cuatrocientos diez
data\train\speaker11\156.wav,el botones les subirá el equipaje en seguida
data\train\speaker11\157.wav,pon los platos en el fregadero
data\train\speaker11\158.wav,vivo en el quinto piso
data\train\speaker11\159.wav,tengo frío apaga el ventilador
data\train\speaker11\160.wav,quién es el dueño de este edificio
data\train\speaker11\161.wav,busco un apartamento amueblado
data\train\speaker11\162.wav,si tienes tiempo podrás limpiar tu cuarto
data\train\speaker11\163.wav,si yo tuviera dinero compraría una casa
data\train\speaker11\164.wav,hubo un accidente grave en la carretera
data\train\speaker11\165.wav,es importante que ahorremos dinero
data\train\speaker11\166.wav,te recomiendo que no estudies mucho más
data\train\speaker11\167.wav,cómprame otro rollo de película
data\train\speaker11\168.wav,hace falta una pila más
data\train\speaker11\169.wav,llegamos tarde porque tuvimos un pinchazo
data\train\speaker11\170.wav,se venden llantas aquí
data\train\speaker11\171.wav,los platos se me rompieron
data\train\speaker11\172.wav,a luisa se le escapó el perro
data\train\speaker11\173.wav,se me olvidó completamente
data\train\speaker11\174.wav,las luces direccionales no funcionan
data\train\speaker11\175.wav,el carro ha sido reparado por el mecánico
data\train\speaker11\176.wav,los bancos se cierran a las cinco de la tarde
data\train\speaker11\177.wav,está lloviendo y las ventanas están abiertas
data\train\speaker11\178.wav,qué quiere ser usted en el futuro
data\train\speaker11\179.wav,te interesan las computadoras
data\train\speaker11\180.wav,sabes escribir a máquina
data\train\speaker11\181.wav,has trabajado en una oficina
data\train\speaker11\182.wav,es usted contador titulado
data\train\speaker11\183.wav,tienes un diploma
data\train\speaker11\184.wav,te gustaría trabajar en un banco
data\train\speaker11\185.wav,de dónde te graduaste
data\train\speaker11\186.wav,me llevo bien con todo el mundo
data\train\speaker11\187.wav,no sé nada de computadoras
data\train\speaker11\188.wav,sé hablar francés y español
data\train\speaker11\189.wav,necesito una solicitud de trabajo
data\train\speaker11\190.wav,le he mandado tres cartas de recomendación
data\train\speaker11\191.wav,me gradué de la universidad católica
data\train\speaker11\192.wav,cuánto hace que usted espera aquí
data\train\speaker11\193.wav,cuánto tiempo hace que llegaste
data\train\speaker11\194.wav,él fue presidente del club por cinco años
data\train\speaker11\195.wav,yo jugaba mucho cuando era niño
data\train\speaker11\196.wav,sabes a qué hora empieza la cena
data\train\speaker11\197.wav,en tu lugar yo iría a buenos aires
data\train\speaker11\198.wav,cuál es su nombre
data\train\speaker11\199.wav,cómo se llama usted
data\train\speaker11\200.wav,cuál es su numero de teléfono
data\train\speaker11\201.wav,viven aquí desde los años setenta
data\train\speaker11\202.wav,hazme reír
data\train\speaker11\203.wav,busca alrededor de la mesa
data\train\speaker11\204.wav,enrique canta mal
data\train\speaker11\205.wav,me da lo mismo
data\train\speaker11\206.wav,a qué hora es el examen
data\train\speaker12\1.wav,vivo en una casa
data\train\speaker12\2.wav,dónde vives tu
data\train\speaker12\3.wav,eres de los estados unidos verdad
data\train\speaker12\4.wav,soy de méxico
data\train\speaker12\10.wav,dónde está la estación de tren
data\train\speaker12\11.wav,dónde está el baño
data\train\speaker12\12.wav,hasta luego
data\train\speaker12\13.wav,buenos días
data\train\speaker12\14.wav,cuántos años tienes
data\train\speaker12\15.wav,tengo veinte años
data\train\speaker12\16.wav,hola qué tal
data\train\speaker12\17.wav,no no me gusta
data\train\speaker12\18.wav,sí me gusta
data\train\speaker12\19.wav,él es médico
data\train\speaker12\20.wav,soy bombero
data\train\speaker12\21.wav,somos profesoras
data\train\speaker12\22.wav,ella es abogada
data\train\speaker12\23.wav,ellas son cajeras
data\train\speaker12\24.wav,tengo que trabajar esta noche
data\train\speaker12\25.wav,quisiera unos tacos de pollo
data\train\speaker12\26.wav,una tortilla de patatas por favor
data\train\speaker12\27.wav,me gustaría un vaso de agua
data\train\speaker12\28.wav,dónde queda
data\train\speaker12\29.wav,queda lejos de aquí
data\train\speaker12\30.wav,adónde quiere ir
data\train\speaker12\31.wav,qué quieren hacer ustedes
data\train\speaker12\32.wav,son las dos y media
data\train\speaker12\33.wav,es la una
data\train\speaker12\34.wav,qué hora es
data\train\speaker12\35.wav,hoy es lunes
data\train\speaker12\36.wav,mañana es martes
data\train\speaker12\37.wav,voy a comprar un coche nuevo
data\train\speaker12\38.wav,colon llegó a las américas en mil cuatrocientos noventa y dos
data\train\speaker12\39.wav,no es que no puedo
data\train\speaker12\40.wav,cuál es la fecha de hoy
data\train\speaker12\41.wav,qué hizo usted
data\train\speaker12\42.wav,qué hiciste ayer
data\train\speaker12\43.wav,cené en un restaurante chino
data\train\speaker12\44.wav,viví en españa por mucho tiempo
data\train\speaker12\45.wav,le escribí una carta la semana pasada
data\train\speaker12\46.wav,te lo dije
data\train\speaker12\47.wav,adónde fuiste
data\train\speaker12\100.wav,busqué un regalo para mi mamá
data\train\speaker12\101.wav,javier trabajó allí por seis meses
data\train\speaker12\102.wav,hay una panadería enfrente del museo
data\train\speaker12\103.wav,vivimos al lado de la estación de tren
data\train\speaker12\104.wav,lo siento no tengo dinero
data\train\speaker12\105.wav,ella estuvo en caracas dos veces
data\train\speaker12\106.wav,no pude asistir a la clase ayer
data\train\speaker12\107.wav,él no quiso contarme la historia
data\train\speaker12\108.wav,tenía tres cartas cuando llegué a casa
data\train\speaker12\109.wav,maría no me conoce tampoco
data\train\speaker12\110.wav,conoces un buen restaurante
data\train\speaker12\111.wav,no vamos al juego sino a la playa
data\train\speaker12\112.wav,quiere tomar algo
data\train\speaker12\113.wav,generalmente no bebemos cerveza
data\train\speaker12\114.wav,durante las vacaciones tomamos mucho sol
data\train\speaker12\115.wav,eran las ocho de la noche
data\train\speaker12\116.wav,no he vuelto a verla nunca
data\train\speaker12\117.wav,jorge ya se ha ido
data\train\speaker12\118.wav,el camarero ya nos dio la cuenta
data\train\speaker12\119.wav,no te pido nada
data\train\speaker12\120.wav,soy muy optimista
data\train\speaker12\121.wav,ellos son inteligentes
data\train\speaker12\122.wav,somos realistas
data\train\speaker12\123.wav,ella es aburrida
data\train\speaker12\124.wav,ella esta aburrida
data\train\speaker12\125.wav,me duele la rodilla
data\train\speaker12\126.wav,es mejor que usted guarde cama
data\train\speaker12\127.wav,qué opinas
data\train\speaker12\128.wav,es imposible que no hayan llegado
data\train\speaker12\129.wav,gracias
data\train\speaker12\130.wav,de nada
data\train\speaker12\131.wav,sí cómo no
data\train\speaker12\132.wav,por supuesto
data\train\speaker12\133.wav,creo que sí
data\train\speaker12\134.wav,no entiendo
data\train\speaker12\135.wav,necesito algo de comer
data\train\speaker12\136.wav,estoy bien gracias
data\train\speaker12\137.wav,socorro
data\train\speaker12\138.wav,ayúdenme
data\train\speaker12\139.wav,adónde vas
data\train\speaker12\140.wav,habla usted inglés
data\train\speaker12\141.wav,más despacio por favor
data\train\speaker12\142.wav,me puede ayudar
data\train\speaker12\143.wav,cuánto cuesta
data\train\speaker12\144.wav,quisiera comprar un boleto de ida y vuelta
data\train\speaker12\145.wav,es necesario confirmar el vuelo
data\train\speaker12\146.wav,quiere cancelar su reservación
data\train\speaker12\147.wav,el tren llegará retrasado
data\train\speaker12\148.wav,a qué hora sale el avión
data\train\speaker12\149.wav,hay que facturar las maletas
data\train\speaker12\150.wav,señor garcía preséntese a la puerta numero once
data\train\speaker12\151.wav,este hotel es barato
data\train\speaker12\152.wav,podemos quedarnos en una pensión
data\train\speaker12\153.wav,no se aceptan tarjetas de crédito
data\train\speaker12\154.wav,se puede pagar con cheques de viajero
data\train\speaker12\155.wav,estamos en la habitación cuatrocientos diez
data\train\speaker12\156.wav,el botones les subirá el equipaje en seguida
data\train\speaker12\157.wav,pon los platos en el fregadero
data\train\speaker12\158.wav,vivo en el quinto piso
data\train\speaker12\159.wav,tengo frío apaga el ventilador
data\train\speaker12\160.wav,quién es el dueño de este edificio
data\train\speaker12\161.wav,busco un apartamento amueblado
data\train\speaker12\162.wav,si tienes tiempo podrás limpiar tu cuarto
data\train\speaker12\163.wav,si yo tuviera dinero compraría una casa
data\train\speaker12\164.wav,hubo un accidente grave en la carretera
data\train\speaker12\165.wav,es importante que ahorremos dinero
data\train\speaker12\166.wav,te recomiendo que no estudies mucho más
data\train\speaker12\167.wav,cómprame otro rollo de película
data\train\speaker12\168.wav,hace falta una pila más
data\train\speaker12\169.wav,llegamos tarde porque tuvimos un pinchazo
data\train\speaker12\170.wav,se venden llantas aquí
data\train\speaker12\171.wav,los platos se me rompieron
data\train\speaker12\172.wav,a luisa se le escapó el perro
data\train\speaker12\173.wav,se me olvidó completamente
data\train\speaker12\174.wav,las luces direccionales no funcionan
data\train\speaker12\175.wav,el carro ha sido reparado por el mecánico
data\train\speaker12\176.wav,los bancos se cierran a las cinco de la tarde
data\train\speaker12\177.wav,está lloviendo y las ventanas están abiertas
data\train\speaker12\178.wav,qué quiere ser usted en el futuro
data\train\speaker12\179.wav,te interesan las computadoras
data\train\speaker12\180.wav,sabes escribir a máquina
data\train\speaker12\181.wav,has trabajado en una oficina
data\train\speaker12\182.wav,es usted contador titulado
data\train\speaker12\183.wav,tienes un diploma
data\train\speaker12\184.wav,te gustaría trabajar en un banco
data\train\speaker12\185.wav,de dónde te graduaste
data\train\speaker12\186.wav,me llevo bien con todo el mundo
data\train\speaker12\187.wav,no sé nada de computadoras
data\train\speaker12\188.wav,sé hablar francés y español
data\train\speaker12\189.wav,necesito una solicitud de trabajo
data\train\speaker12\190.wav,le he mandado tres cartas de recomendación
data\train\speaker12\191.wav,me gradué de la universidad católica
data\train\speaker12\192.wav,cuánto hace que usted espera aquí
data\train\speaker12\193.wav,cuánto tiempo hace que llegaste
data\train\speaker12\194.wav,él fue presidente del club por cinco años
data\train\speaker12\195.wav,yo jugaba mucho cuando era niño
data\train\speaker12\196.wav,sabes a qué hora empieza la cena
data\train\speaker12\197.wav,en tu lugar yo iría a buenos aires
data\train\speaker12\198.wav,cuál es su nombre
data\train\speaker12\199.wav,cómo se llama usted
data\train\speaker12\200.wav,cuál es su numero de teléfono
data\train\speaker12\201.wav,viven aquí desde los años setenta
data\train\speaker12\202.wav,hazme reír
data\train\speaker12\203.wav,busca alrededor de la mesa
data\train\speaker12\204.wav,enrique canta mal
data\train\speaker12\205.wav,me da lo mismo
data\train\speaker12\206.wav,a qué hora es el examen
data\train\speaker13\1.wav,vivo en una casa
data\train\speaker13\2.wav,dónde vives tu
data\train\speaker13\3.wav,eres de los estados unidos verdad
data\train\speaker13\4.wav,soy de méxico
data\train\speaker13\10.wav,dónde está la estación de tren
data\train\speaker13\11.wav,dónde está el baño
data\train\speaker13\12.wav,hasta luego
data\train\speaker13\13.wav,buenos días
data\train\speaker13\14.wav,cuántos años tienes
data\train\speaker13\15.wav,tengo veinte años
data\train\speaker13\16.wav,hola qué tal
data\train\speaker13\17.wav,no no me gusta
data\train\speaker13\18.wav,sí me gusta
data\train\speaker13\19.wav,él es médico
data\train\speaker13\20.wav,soy bombero
data\train\speaker13\21.wav,somos profesoras
data\train\speaker13\22.wav,ella es abogada
data\train\speaker13\23.wav,ellas son cajeras
data\train\speaker13\24.wav,tengo que trabajar esta noche
data\train\speaker13\25.wav,quisiera unos tacos de pollo
data\train\speaker13\26.wav,una tortilla de patatas por favor
data\train\speaker13\27.wav,me gustaría un vaso de agua
data\train\speaker13\28.wav,dónde queda
data\train\speaker13\29.wav,queda lejos de aquí
data\train\speaker13\30.wav,adónde quiere ir
data\train\speaker13\31.wav,qué quieren hacer ustedes
